Branch,Component,Gender,hip_height,neck_height,chest_circumference,chest_height,foot_length,functional_leg_length,hand_length,shoulder_circumference,sitting_height,span,waist_circumference,waist_depth,weight_kg,height_m
Combat Service Support,Regular Army,Male,1328,1381,1097,1206,251,1057,181,1179,845,1624,1064,282,83.7,1.609
Combat Service Support,Regular Army,Male,1469,1560,980,1292,258,1159,178,1130,969,1815,971,236,82,1.797
Combat Service Support,Regular Army,Male,1492,1563,1215,1290,277,1141,213,1277,974,1906,1136,283,115.5,1.809
Combat Service Support,Regular Army,Male,1390,1487,890,1261,266,1117,194,1086,895,1828,731,181,57.9,1.735
Combat Arms,Regular Army,Male,1393,1485,1075,1259,270,1142,199,1245,901,1832,969,246,93.5,1.718
Combat Arms,Regular Army,Male,1473,1515,1084,1300,276,1165,204,1194,911,1886,879,212,86.4,1.776
Combat Arms,Regular Army,Male,1365,1417,926,1228,245,1077,183,1073,860,1700,753,187,55.8,1.658
Combat Arms,Regular Army,Male,1537,1590,1109,1381,277,1180,195,1254,978,1930,964,237,98.5,1.856
Combat Service Support,Regular Army,Male,1410,1460,1161,1240,268,1114,206,1236,899,1813,1020,254,97.2,1.704
Combat Service Support,Regular Army,Male,1483,1556,1058,1306,280,1221,202,1230,876,1922,882,217,93.4,1.787
Combat Service Support,Regular Army,Male,1338,1411,1042,1161,254,1046,184,1158,899,1693,1005,243,85.7,1.653
Combat Service Support,Regular Army,Male,1517,1606,1022,1373,272,1212,186,1170,964,1903,938,232,85.6,1.853
Combat Service Support,Regular Army,Male,1491,1537,851,1334,287,1156,215,1051,873,1909,757,190,63.4,1.779
Combat Arms,Regular Army,Male,1424,1523,1118,1272,266,1124,189,1191,928,1798,1016,270,88.3,1.759
Combat Arms,Regular Army,Male,1426,1501,895,1288,272,1092,188,1077,926,1778,743,185,59.1,1.738
Combat Arms,Regular Army,Male,1375,1484,1197,1218,256,1070,177,1342,897,1796,971,252,95.8,1.712
Combat Service Support,Regular Army,Male,1376,1450,957,1231,264,1087,194,1160,875,1865,842,206,69.8,1.703
Combat Arms,Regular Army,Male,1437,1494,977,1253,264,1085,188,1135,938,1787,902,230,74.2,1.736
Combat Arms,Regular Army,Male,1425,1497,1026,1251,264,1094,184,1173,923,1794,902,220,79.9,1.72
Combat Arms,Regular Army,Male,1477,1546,1195,1310,277,1149,190,1275,964,1832,1229,306,109.9,1.786
Combat Arms,Regular Army,Male,1413,1473,1093,1249,275,1127,178,1174,906,1743,997,268,87.3,1.711
Combat Arms,Regular Army,Male,1421,1492,926,1230,270,1072,186,1093,919,1784,846,199,65.8,1.724
Combat Service Support,Regular Army,Male,1443,1505,1106,1282,265,1100,201,1222,903,1864,908,226,98.3,1.736
Combat Arms,Regular Army,Male,1431,1498,922,1280,269,1122,190,1083,901,1771,778,175,63.8,1.736
Combat Arms,Regular Army,Male,1528,1577,1244,1360,293,1182,205,1258,939,1990,1356,361,129.8,1.81
Combat Arms,Regular Army,Male,1377,1442,1003,1217,268,1077,187,1132,876,1727,909,227,74.6,1.678
Combat Arms,Regular Army,Male,1451,1503,1041,1300,264,1092,191,1173,928,1779,877,218,80.4,1.746
Combat Arms,Regular Army,Male,1406,1486,991,1265,256,1119,185,1100,924,1731,836,216,77.3,1.736
Combat Arms,Regular Army,Male,1437,1514,1154,1300,281,1146,192,1269,947,1836,1013,246,98,1.774
Combat Arms,Regular Army,Male,1435,1511,1001,1263,284,1132,199,1140,898,1868,864,218,79.6,1.75
Combat Arms,Regular Army,Male,1557,1633,1078,1393,306,1246,209,1298,961,2033,1004,250,106.2,1.88
Combat Arms,Regular Army,Male,1388,1471,1056,1243,271,1134,187,1160,900,1754,933,221,79,1.703
Combat Arms,Regular Army,Male,1568,1647,1096,1406,297,1213,194,1234,1001,1906,995,254,100.1,1.921
Combat Arms,Regular Army,Male,1512,1589,1022,1334,284,1101,192,1177,962,1868,911,228,84.6,1.826
Combat Arms,Regular Army,Male,1502,1577,918,1334,277,1168,198,1122,954,1887,834,191,74.1,1.822
Combat Service Support,Regular Army,Male,1360,1447,865,1237,257,1071,179,1028,873,1694,766,203,59.1,1.679
Combat Arms,Regular Army,Male,1455,1512,1059,1281,255,1115,187,1170,937,1794,924,235,82.2,1.766
Combat Arms,Regular Army,Male,1422,1508,912,1261,251,1085,184,1103,923,1741,758,184,64.3,1.735
Combat Arms,Regular Army,Male,1466,1543,1051,1316,269,1178,189,1186,961,1836,921,223,87.8,1.812
Combat Arms,Regular Army,Male,1423,1508,1012,1276,268,1142,189,1165,936,1799,894,222,79.9,1.752
Combat Arms,Regular Army,Male,1364,1441,1077,1206,256,1121,184,1198,869,1744,880,213,81.1,1.653
Combat Arms,Regular Army,Male,1468,1529,1191,1288,297,1200,197,1277,910,1855,1112,274,109.6,1.774
Combat Arms,Regular Army,Male,1396,1477,958,1245,278,1097,192,1099,889,1786,798,182,68.9,1.714
Combat Service Support,Regular Army,Male,1410,1521,1008,1257,281,1137,196,1182,937,1835,900,227,82.7,1.764
Combat Service Support,Regular Army,Male,1488,1577,1031,1313,282,1145,195,1228,965,1917,914,216,88.3,1.832
Combat Support,Regular Army,Male,1479,1542,1117,1283,277,1135,194,1208,939,1797,1001,236,89.8,1.8
Combat Service Support,Regular Army,Male,1375,1461,1224,1213,273,1113,185,1242,914,1782,1155,298,112.8,1.704
Combat Support,Regular Army,Male,1493,1567,1182,1365,290,1189,200,1268,944,1908,1049,264,94.9,1.799
Combat Service Support,Regular Army,Male,1433,1505,1023,1264,268,1132,190,1165,903,1876,813,198,76.5,1.733
Combat Service Support,Regular Army,Male,1463,1526,1170,1292,278,1200,184,1250,932,1783,1113,284,105.9,1.775
Combat Service Support,Regular Army,Male,1323,1411,917,1192,232,1084,177,1046,858,1677,758,195,55.7,1.65
Combat Service Support,Regular Army,Male,1377,1445,1082,1208,251,1127,177,1158,885,1730,1014,255,91,1.688
Combat Service Support,Regular Army,Male,1382,1456,1113,1221,254,1093,187,1162,887,1706,1061,283,85.2,1.682
Combat Support,Regular Army,Male,1422,1485,1099,1272,258,1156,173,1180,890,1708,1045,267,90.3,1.715
Combat Support,Army Reserve,Male,1384,1457,1116,1247,256,1090,178,1266,928,1709,1055,281,95.6,1.691
Combat Support,Army Reserve,Male,1453,1517,1157,1297,269,1175,193,1241,904,1851,956,225,87.5,1.758
Combat Service Support,Army Reserve,Male,1508,1587,1173,1352,273,1201,189,1287,961,1840,993,252,104.6,1.844
Combat Service Support,Army Reserve,Male,1482,1560,1063,1331,279,1145,193,1215,944,1928,928,213,85.9,1.82
Combat Service Support,Army Reserve,Male,1427,1503,1057,1281,268,1164,197,1168,908,1787,910,223,78.4,1.745
Combat Service Support,Army Reserve,Male,1530,1592,970,1339,287,1168,201,1168,958,1965,833,207,74.8,1.848
Combat Service Support,Army Reserve,Male,1477,1526,1223,1287,262,1091,184,1293,937,1793,1067,273,103.6,1.768
Combat Service Support,Army Reserve,Male,1457,1541,1065,1273,267,1136,186,1180,918,1792,902,235,82.8,1.769
Combat Service Support,Army Reserve,Male,1491,1580,1092,1316,269,1171,191,1163,954,1881,975,243,85.7,1.818
Combat Service Support,Army Reserve,Male,1362,1442,966,1198,253,1047,180,1121,887,1693,887,220,74.5,1.673
Combat Service Support,Army Reserve,Male,1396,1483,1090,1227,268,1048,184,1231,959,1773,965,256,87.1,1.724
Combat Service Support,Army Reserve,Male,1406,1492,1022,1240,285,1092,190,1176,910,1799,804,183,73.5,1.722
Combat Service Support,Army Reserve,Male,1447,1526,1035,1294,272,1161,192,1130,912,1856,940,232,78.3,1.761
Combat Support,Army National Guard,Male,1438,1513,1126,1289,263,1095,192,1183,935,1755,999,261,90.3,1.761
Combat Service Support,Army National Guard,Male,1398,1466,973,1280,254,1060,183,1072,881,1766,819,201,64.2,1.693
Combat Support,Army National Guard,Male,1355,1457,1020,1238,264,1079,184,1184,915,1723,947,247,82.4,1.686
Combat Service Support,Army Reserve,Male,1370,1442,992,1231,247,1063,184,1091,916,1674,867,220,69,1.683
Combat Service Support,Army Reserve,Male,1376,1452,1040,1230,239,1018,168,1184,939,1707,872,231,76.9,1.688
Combat Support,Army Reserve,Male,1444,1514,1079,1289,276,1154,197,1174,926,1797,956,230,88.1,1.764
Combat Service Support,Army Reserve,Male,1471,1558,1064,1316,267,1155,184,1167,944,1847,933,236,86.2,1.802
Combat Service Support,Army Reserve,Male,1538,1635,988,1374,270,1250,196,1171,950,1918,913,225,80.7,1.881
Combat Service Support,Army National Guard,Male,1397,1446,1213,1253,258,1085,193,1259,891,1767,1070,273,92.4,1.682
Combat Arms,Army National Guard,Male,1475,1559,1104,1302,279,1161,194,1242,937,1802,1060,265,101.5,1.799
Combat Service Support,Army National Guard,Male,1545,1609,1123,1370,307,1232,208,1248,950,1919,1111,272,110.2,1.841
Combat Service Support,Army National Guard,Male,1472,1533,1011,1321,279,1124,195,1146,934,1816,897,217,77.1,1.776
Combat Service Support,Army National Guard,Male,1413,1506,1095,1283,285,1119,191,1220,919,1835,1038,263,99.5,1.734
Combat Service Support,Army National Guard,Male,1417,1501,946,1300,274,1075,195,1113,928,1786,766,188,63.5,1.759
Combat Service Support,Army National Guard,Male,1499,1586,1140,1359,283,1193,200,1267,928,1926,987,245,105.6,1.827
Combat Service Support,Army National Guard,Male,1503,1597,1297,1376,287,1202,204,1368,920,1880,1068,262,109.2,1.835
Combat Service Support,Army National Guard,Male,1423,1498,1042,1290,258,1066,187,1193,928,1805,855,216,73.1,1.744
Combat Service Support,Army National Guard,Male,1447,1515,1041,1278,268,1093,192,1166,952,1778,961,226,83.4,1.772
Combat Support,Army National Guard,Male,1343,1417,1008,1210,253,1045,180,1158,885,1698,835,210,73.7,1.65
Combat Support,Army National Guard,Male,1432,1498,1017,1278,274,1071,186,1165,941,1772,834,214,80.3,1.745
Combat Support,Army National Guard,Male,1455,1568,1028,1332,284,1142,192,1232,940,1932,857,190,83.2,1.805
Combat Service Support,Army National Guard,Male,1361,1439,936,1222,262,1038,181,1107,880,1697,798,197,66.1,1.66
Combat Arms,Army National Guard,Male,1507,1577,1161,1379,271,1180,198,1276,938,1885,1012,262,102.9,1.824
Combat Arms,Army National Guard,Male,1555,1614,1178,1375,268,1180,199,1250,977,1896,1095,288,108.1,1.857
Combat Support,Army National Guard,Male,1470,1528,1072,1301,284,1117,197,1220,972,1791,1023,243,103.4,1.79
Combat Support,Army National Guard,Male,1507,1571,1068,1345,267,1146,198,1186,913,1886,937,232,81.3,1.807
Combat Arms,Army National Guard,Male,1423,1511,979,1280,263,1145,191,1114,883,1814,840,213,69.6,1.746
Combat Support,Army National Guard,Male,1362,1431,1051,1231,253,1077,180,1185,888,1731,971,243,81.7,1.676
Combat Service Support,Army National Guard,Male,1466,1547,1049,1327,278,1137,196,1276,927,1942,963,249,91.9,1.789
Combat Service Support,Army National Guard,Male,1480,1553,1179,1302,270,1218,190,1200,888,1888,1222,342,107,1.785
Combat Service Support,Army National Guard,Male,1510,1597,1137,1361,284,1169,206,1152,968,1858,1171,306,106.1,1.829
Combat Support,Army National Guard,Male,1375,1450,958,1213,255,1055,185,1134,917,1742,894,224,75.5,1.68
Combat Support,Army National Guard,Male,1455,1531,1077,1311,284,1197,200,1167,907,1826,994,251,86.2,1.764
Combat Service Support,Army National Guard,Male,1413,1465,1061,1212,263,1074,178,1096,875,1693,1034,281,80.4,1.682
Combat Support,Army National Guard,Male,1454,1522,1115,1289,277,1120,193,1253,939,1857,1066,284,96.5,1.764
Combat Service Support,Army National Guard,Male,1418,1482,1052,1250,276,1048,196,1157,947,1783,1031,285,88,1.73
Combat Service Support,Army National Guard,Male,1538,1602,1194,1352,296,1213,207,1256,984,1940,1052,259,105.3,1.867
Combat Service Support,Army National Guard,Male,1365,1447,1005,1198,264,1057,187,1142,879,1719,861,209,70.8,1.673
Combat Support,Army National Guard,Male,1594,1670,1312,1432,293,1224,210,1372,983,2066,1140,299,125.4,1.912
Combat Support,Army National Guard,Male,1426,1497,1050,1248,264,1042,191,1127,942,1769,896,230,75.8,1.734
Combat Support,Army National Guard,Male,1390,1447,1117,1215,266,1076,187,1150,863,1751,1008,272,86.3,1.67
Combat Service Support,Army National Guard,Male,1427,1490,1017,1276,274,1120,198,1170,888,1865,832,217,76.1,1.732
Combat Support,Army National Guard,Male,1496,1567,1104,1293,267,1180,196,1187,914,1826,1089,293,94.7,1.805
Combat Support,Army National Guard,Male,1394,1468,967,1244,254,1059,182,1088,918,1710,796,189,68.3,1.705
Combat Service Support,Army National Guard,Male,1399,1446,1075,1237,254,1072,190,1171,904,1707,956,248,81.2,1.689
Combat Service Support,Army National Guard,Male,1473,1523,1054,1290,267,1124,196,1118,932,1787,966,242,85.4,1.775
Combat Support,Army National Guard,Male,1495,1579,1137,1341,274,1164,199,1260,918,1948,1050,275,97.4,1.809
Combat Support,Army National Guard,Male,1489,1575,1083,1332,272,1178,182,1243,938,1809,1055,276,96.8,1.808
Combat Support,Army National Guard,Male,1391,1479,962,1253,268,1112,195,1154,885,1812,859,206,71.7,1.713
Combat Service Support,Army National Guard,Male,1428,1520,1011,1282,263,1090,190,1163,909,1756,966,238,82.1,1.748
Combat Support,Army National Guard,Male,1413,1490,1188,1260,274,1104,191,1237,917,1756,1036,274,100.8,1.711
Combat Service Support,Army National Guard,Male,1510,1582,1140,1323,276,1135,194,1188,954,1900,1054,264,100.4,1.822
Combat Support,Army National Guard,Male,1421,1488,1038,1269,278,1077,194,1191,942,1835,968,259,85.5,1.744
Combat Service Support,Army National Guard,Male,1543,1622,1014,1389,276,1234,198,1166,921,1999,945,239,83.2,1.867
Combat Service Support,Army National Guard,Male,1613,1681,1190,1421,294,1232,217,1322,973,1997,1068,257,111.4,1.923
Combat Service Support,Army National Guard,Male,1362,1432,1061,1192,256,1108,184,1144,914,1704,1014,249,81.4,1.676
Combat Arms,Army National Guard,Male,1441,1506,1134,1262,277,1132,204,1180,916,1865,1001,238,88.1,1.762
Combat Service Support,Army National Guard,Male,1407,1473,1142,1240,285,1127,193,1221,891,1836,1065,293,91.9,1.717
Combat Support,Army National Guard,Male,1447,1515,1202,1298,279,1127,205,1347,927,1881,1194,308,117.9,1.751
Combat Support,Army National Guard,Male,1443,1501,1176,1266,259,1115,187,1225,905,1784,1170,305,103.5,1.73
Combat Support,Army National Guard,Male,1455,1522,1261,1286,270,1184,195,1301,915,1842,1182,296,121.3,1.759
Combat Support,Army National Guard,Male,1390,1450,968,1227,252,1056,174,1081,893,1716,895,226,68.1,1.681
Combat Support,Army National Guard,Male,1474,1548,1170,1286,285,1171,194,1226,936,1836,1076,269,105.1,1.781
Combat Support,Army National Guard,Male,1414,1473,961,1255,267,1085,181,1088,906,1716,804,201,65.8,1.724
Combat Service Support,Army National Guard,Male,1514,1573,1113,1350,276,1139,205,1227,991,1960,1012,255,95.6,1.847
Combat Service Support,Army National Guard,Male,1450,1530,1061,1285,253,1140,191,1190,888,1839,1022,260,86.7,1.76
Combat Support,Army National Guard,Male,1468,1541,1183,1302,277,1142,206,1212,964,1828,1114,296,103.8,1.785
Combat Service Support,Army National Guard,Male,1481,1560,962,1334,283,1136,200,1124,969,1809,885,222,81.3,1.805
Combat Support,Army National Guard,Male,1476,1549,1157,1323,266,1179,200,1223,919,1852,1084,291,97.8,1.781
Combat Support,Army National Guard,Male,1361,1428,1062,1212,246,1061,174,1081,888,1722,1000,260,76.4,1.661
Combat Arms,Army National Guard,Male,1421,1512,1143,1291,267,1144,194,1279,922,1794,1073,280,97.2,1.76
Combat Support,Army National Guard,Male,1358,1433,1122,1211,279,1055,197,1252,893,1808,991,267,93.4,1.679
Combat Service Support,Army National Guard,Male,1502,1565,1108,1327,268,1143,189,1191,969,1838,1035,265,96.2,1.819
Combat Support,Army National Guard,Male,1423,1490,1071,1268,287,1137,188,1164,879,1756,947,259,84,1.719
Combat Service Support,Army National Guard,Male,1423,1498,1108,1286,270,1085,180,1201,919,1798,981,243,89.5,1.73
Combat Support,Army National Guard,Male,1394,1468,1149,1270,268,1123,193,1230,871,1799,1051,300,91.9,1.702
Combat Service Support,Army National Guard,Male,1444,1534,1073,1292,279,1138,190,1190,943,1877,1023,261,92.9,1.796
Combat Service Support,Army National Guard,Male,1479,1566,1274,1312,274,1141,190,1339,985,1810,1137,286,119.8,1.818
Combat Service Support,Army National Guard,Male,1376,1459,1046,1224,277,1100,187,1130,868,1801,889,217,75.2,1.695
Combat Service Support,Army National Guard,Male,1471,1539,1168,1319,274,1171,187,1196,896,1839,1002,262,95.4,1.78
Combat Arms,Army National Guard,Male,1533,1605,1158,1364,287,1177,190,1254,958,1904,1074,270,109.3,1.848
Combat Support,Army National Guard,Male,1486,1588,1151,1338,281,1193,190,1282,956,1876,1080,286,105.7,1.851
Combat Service Support,Army National Guard,Male,1355,1425,1171,1211,257,1106,186,1271,879,1759,1132,298,102.5,1.666
Combat Arms,Army National Guard,Male,1441,1511,1059,1289,274,1122,192,1193,942,1834,1026,262,86.5,1.768
Combat Service Support,Army National Guard,Male,1498,1572,1129,1321,276,1139,198,1283,921,1852,1062,271,99.7,1.79
Combat Service Support,Army National Guard,Male,1412,1481,1209,1241,258,1142,185,1245,898,1749,1087,284,97.2,1.702
Combat Service Support,Army National Guard,Male,1553,1620,1194,1375,287,1197,212,1331,982,1966,1004,260,113.7,1.877
Combat Service Support,Army National Guard,Male,1460,1542,1088,1273,287,1128,204,1165,953,1856,961,251,84.5,1.78
Combat Service Support,Army National Guard,Male,1438,1519,982,1295,268,1137,196,1185,898,1838,882,221,77.1,1.752
Combat Service Support,Army National Guard,Male,1468,1558,1044,1278,279,1129,193,1137,924,1846,1023,288,84.3,1.776
Combat Arms,Army National Guard,Male,1391,1452,1052,1227,249,1057,175,1164,893,1716,1069,278,87.8,1.674
Combat Service Support,Army National Guard,Male,1412,1472,1171,1197,273,1125,184,1212,914,1739,1180,306,101.9,1.721
Combat Service Support,Army National Guard,Male,1410,1488,1098,1239,270,1105,192,1216,888,1781,990,254,87,1.717
Combat Support,Army National Guard,Male,1395,1478,994,1248,274,1075,183,1165,877,1817,904,239,76,1.705
Combat Service Support,Army National Guard,Male,1392,1474,1081,1241,269,1136,197,1169,842,1848,1033,272,86.4,1.693
Combat Support,Army National Guard,Male,1456,1517,1102,1292,274,1124,198,1226,940,1861,1007,248,94.6,1.768
Combat Arms,Army National Guard,Male,1430,1522,1187,1278,288,1138,214,1279,865,1921,1011,261,101.1,1.74
Combat Arms,Army National Guard,Male,1437,1527,1111,1282,272,1098,201,1206,933,1836,979,250,87.3,1.78
Combat Support,Army National Guard,Male,1482,1564,981,1315,281,1159,197,1161,937,1836,840,235,73,1.803
Combat Arms,Army National Guard,Male,1464,1545,999,1324,278,1132,205,1115,893,1883,870,203,71.1,1.785
Combat Service Support,Army National Guard,Male,1467,1544,1176,1326,279,1141,200,1248,913,1900,1058,282,99,1.776
Combat Arms,Army National Guard,Male,1466,1527,1160,1295,278,1122,196,1213,930,1772,1063,265,100.1,1.755
Combat Arms,Army National Guard,Male,1306,1371,959,1142,243,1021,176,1023,852,1578,962,242,70.1,1.591
Combat Service Support,Army National Guard,Male,1510,1580,1168,1346,277,1186,209,1219,1013,1812,1153,309,112.5,1.86
Combat Arms,Army National Guard,Male,1424,1494,1008,1250,257,1119,176,1160,924,1706,829,187,69.9,1.743
Combat Arms,Army National Guard,Male,1398,1488,1027,1274,267,1125,189,1116,928,1772,895,223,76.5,1.744
Combat Arms,Army National Guard,Male,1477,1543,1155,1308,264,1148,194,1248,947,1829,1106,310,100.7,1.79
Combat Arms,Army National Guard,Male,1502,1564,1204,1332,273,1185,195,1281,950,1830,1101,281,103.4,1.799
Combat Service Support,Army National Guard,Male,1402,1485,1166,1252,269,1123,188,1317,912,1805,1065,282,103.2,1.73
Combat Service Support,Army National Guard,Male,1356,1430,941,1216,257,1009,186,1108,915,1733,838,202,65.6,1.682
Combat Arms,Army National Guard,Male,1424,1505,1127,1272,268,1150,186,1212,879,1818,983,244,92.1,1.735
Combat Service Support,Army National Guard,Male,1453,1504,1251,1277,274,1098,201,1279,900,1854,1163,316,105.2,1.728
Combat Arms,Army National Guard,Male,1393,1461,968,1259,255,1112,183,1104,888,1729,826,194,63.2,1.692
Combat Service Support,Army National Guard,Male,1521,1575,941,1341,274,1169,188,1093,948,1849,782,185,67.1,1.834
Combat Service Support,Army National Guard,Male,1510,1590,1141,1340,287,1205,198,1249,980,1914,1039,239,102.6,1.853
Combat Service Support,Army National Guard,Male,1443,1492,1150,1293,256,1142,181,1221,895,1789,1090,289,97.4,1.722
Combat Service Support,Army National Guard,Male,1427,1486,987,1240,266,1105,197,1141,899,1835,909,246,75.2,1.74
Combat Service Support,Army National Guard,Male,1423,1475,1090,1242,254,1082,187,1180,915,1731,1035,276,85.6,1.707
Combat Service Support,Army National Guard,Male,1432,1520,922,1262,277,1073,198,1126,942,1869,847,210,72.4,1.771
Combat Arms,Army National Guard,Male,1469,1543,1053,1316,277,1155,196,1185,962,1844,981,250,87.4,1.803
Combat Arms,Army National Guard,Male,1486,1564,1136,1332,277,1191,193,1195,939,1816,1046,267,99.5,1.805
Combat Arms,Army National Guard,Male,1493,1550,1164,1308,287,1153,197,1246,971,1886,1025,252,94.6,1.815
Combat Arms,Army National Guard,Male,1566,1640,1043,1376,294,1256,206,1204,943,1920,1067,277,103.9,1.882
Combat Arms,Army National Guard,Male,1452,1517,1088,1295,270,1104,185,1185,939,1802,989,247,93.2,1.754
Combat Support,Army National Guard,Male,1359,1431,1053,1247,241,1040,184,1166,881,1696,936,248,75.9,1.668
Combat Support,Army National Guard,Male,1477,1585,1064,1319,281,1202,204,1265,930,2006,886,214,85.3,1.835
Combat Arms,Army National Guard,Male,1495,1564,1164,1343,290,1204,195,1236,957,1846,994,242,103.2,1.829
Combat Service Support,Army National Guard,Male,1507,1586,1119,1318,268,1156,191,1173,967,1889,1104,276,107.8,1.827
Combat Service Support,Army National Guard,Male,1468,1539,1055,1275,283,1125,197,1169,936,1878,1027,239,96.2,1.785
Combat Service Support,Army National Guard,Male,1410,1489,1142,1263,264,1135,187,1212,892,1739,1087,282,96.1,1.715
Combat Arms,Army National Guard,Male,1480,1568,982,1329,287,1166,195,1162,965,1839,864,202,76.2,1.827
Combat Arms,Army National Guard,Male,1464,1549,997,1293,281,1119,200,1160,918,1929,815,180,71.2,1.796
Combat Service Support,Army National Guard,Male,1382,1454,1082,1215,251,1082,182,1177,895,1684,924,230,78.6,1.693
Combat Service Support,Army National Guard,Male,1415,1488,1112,1256,270,1091,194,1213,907,1816,905,217,81.8,1.713
Combat Service Support,Army National Guard,Male,1460,1566,932,1315,272,1111,186,1085,974,1799,918,240,76,1.823
Combat Support,Army National Guard,Male,1506,1584,1109,1344,257,1170,195,1190,967,1924,1013,275,95.2,1.842
Combat Service Support,Army National Guard,Male,1380,1440,1053,1232,257,1072,191,1067,881,1722,974,259,76.4,1.673
Combat Service Support,Army National Guard,Male,1462,1544,1166,1306,278,1158,194,1259,931,1829,1108,295,100.1,1.771
Combat Arms,Army National Guard,Male,1422,1480,973,1256,273,1104,193,1153,925,1796,815,194,75.8,1.729
Combat Arms,Army National Guard,Male,1506,1581,1117,1305,273,1202,190,1237,945,1869,1032,254,92.1,1.833
Combat Service Support,Army National Guard,Male,1412,1481,1076,1258,263,1058,201,1215,909,1873,925,229,84.5,1.724
Combat Service Support,Army National Guard,Male,1435,1518,1142,1285,273,1127,186,1237,942,1799,1000,254,92.8,1.765
Combat Service Support,Army National Guard,Male,1437,1502,1140,1289,265,1141,195,1206,873,1900,1014,277,91.3,1.73
Combat Service Support,Army National Guard,Male,1418,1472,1114,1253,267,1154,188,1254,858,1846,1009,268,96.6,1.694
Combat Arms,Army National Guard,Male,1354,1452,1041,1205,262,1044,180,1184,892,1723,948,244,79.8,1.668
Combat Arms,Army National Guard,Male,1468,1572,1152,1325,285,1189,197,1291,918,1933,885,209,91.5,1.803
Combat Support,Army National Guard,Male,1501,1579,1106,1309,273,1161,195,1213,954,1860,977,238,95.5,1.814
Combat Support,Army National Guard,Male,1485,1561,1213,1302,274,1132,204,1263,965,1856,1185,329,114.6,1.796
Combat Arms,Army National Guard,Male,1491,1570,1277,1322,287,1203,192,1303,946,1863,1146,306,114.2,1.811
Combat Arms,Army National Guard,Male,1456,1543,977,1307,283,1132,195,1110,900,1822,857,211,69.8,1.771
Combat Arms,Army National Guard,Male,1528,1587,1062,1326,270,1157,185,1192,945,1901,993,246,95.1,1.826
Combat Support,Army National Guard,Male,1514,1563,1147,1322,274,1162,194,1140,942,1809,1168,322,102.1,1.785
Combat Support,Army National Guard,Male,1425,1489,1090,1249,273,1087,190,1185,927,1746,953,233,83.6,1.717
Combat Support,Army National Guard,Male,1464,1554,1145,1285,289,1182,210,1275,910,1904,1142,323,108.1,1.781
Combat Service Support,Army National Guard,Male,1396,1475,1071,1229,254,1079,187,1210,942,1740,990,247,84.5,1.718
Combat Service Support,Army National Guard,Male,1466,1542,1079,1306,274,1131,193,1246,948,1829,935,219,91.1,1.797
Combat Arms,Army National Guard,Male,1516,1579,1130,1342,280,1158,193,1235,962,1873,1068,276,97.4,1.817
Combat Arms,Army National Guard,Male,1442,1523,1137,1302,274,1133,197,1244,925,1867,965,243,90.9,1.767
Combat Support,Army National Guard,Male,1506,1577,1071,1334,304,1190,210,1252,914,1995,915,223,86.7,1.822
Combat Arms,Army National Guard,Male,1343,1423,912,1184,257,978,176,1070,905,1734,793,177,59.4,1.665
Combat Support,Army National Guard,Male,1506,1570,1042,1340,269,1154,206,1195,960,1911,984,248,89.2,1.827
Combat Support,Army National Guard,Male,1476,1552,1049,1313,267,1145,193,1175,933,1822,915,214,87.9,1.791
Combat Support,Army National Guard,Male,1530,1591,1108,1351,301,1197,205,1218,925,1963,1035,262,100.7,1.822
Combat Service Support,Regular Army,Male,1488,1567,1142,1320,288,1143,199,1248,992,1911,1041,244,101.6,1.82
Combat Support,Army National Guard,Male,1447,1523,1153,1288,282,1139,206,1226,889,1896,1038,272,96.9,1.766
Combat Service Support,Army National Guard,Male,1474,1536,1206,1309,282,1173,200,1303,891,1892,1017,272,104.7,1.774
Combat Service Support,Army National Guard,Male,1523,1592,1182,1344,284,1163,197,1299,920,1934,1032,268,110,1.814
Combat Service Support,Army National Guard,Male,1525,1595,1261,1333,296,1188,205,1311,975,1927,1187,329,119.2,1.838
Combat Service Support,Army National Guard,Male,1555,1626,984,1370,304,1196,231,1177,928,1980,939,255,80.9,1.842
Combat Arms,Army National Guard,Male,1444,1546,1022,1317,278,1173,213,1209,890,1859,846,217,78.7,1.781
Combat Service Support,Army National Guard,Male,1547,1624,945,1376,298,1188,215,1155,979,1926,771,178,74.4,1.893
Combat Service Support,Army National Guard,Male,1480,1544,1302,1323,290,1188,204,1344,925,1932,1260,351,125.6,1.801
Combat Service Support,Army National Guard,Male,1594,1651,1099,1393,295,1255,215,1261,927,1996,995,252,99.7,1.894
Combat Support,Army National Guard,Male,1284,1355,907,1160,242,1032,174,1098,842,1667,827,209,63.2,1.607
Combat Support,Army National Guard,Male,1541,1590,1077,1353,284,1214,207,1133,915,1933,935,229,82.9,1.832
Combat Support,Army National Guard,Male,1430,1476,1065,1252,259,1100,192,1171,910,1794,992,258,82.2,1.725
Combat Service Support,Army National Guard,Male,1534,1597,951,1331,284,1242,204,1120,944,1877,798,182,71.4,1.842
Combat Support,Army National Guard,Male,1428,1497,1130,1260,273,1079,195,1220,921,1822,1020,264,92.7,1.738
Combat Arms,Army National Guard,Male,1445,1536,939,1277,268,1087,190,1136,964,1858,900,215,74.6,1.792
Combat Support,Army National Guard,Male,1450,1509,1228,1285,278,1142,198,1215,933,1814,1136,309,108.3,1.746
